BUDGET,POPULARITY,REVENUE,RUNTIME,VOTE_AVERAGE,VOTE_COUNT,release_year,release_month,New_Budget,New_Revenue,New_Vote_Avg
200000000,42.057,559852396,106.0,6.0,5187,2011,11,248559999,695784557,6
60000000,36.342,137551594,106.0,6.6,4076,2011,8,74568000,170949121,7
110000000,44.295,179246868,121.0,6.1,5037,2016,9,125763000,204932944,6
81000000,39.688,414351546,129.0,7.6,12277,2014,12,94219200,481973718,8
25000000,33.625,50671850,89.0,5.9,1059,1998,10,42227500,85589821,6
245000000,58.339,880674609,148.0,6.5,7885,2015,10,280672000,1008900832,6
35000000,36.111,81093313,91.0,5.7,2725,2016,11,40015500,92713984,6
30000000,41.354,80509622,140.0,6.7,1823,2018,1,33164999,89003387,7
2000000,38.733,572809,108.0,6.5,1381,2010,6,2526400,723572,6
12600000,44.92,28650575,84.0,6.3,1576,2003,5,18989460,43179281,6
20000000,43.882,88761661,101.0,7.3,13318,2014,10,23264000,103247564,7
85000000,47.528,288747895,139.0,6.9,9951,2014,3,98872000,335871551,7
73000000,39.471,349779543,97.0,6.2,2513,2016,11,83460900,399902951,6
14000000,44.257,82468705,108.0,8.1,4867,2019,10,15108800,89000226,8
100000000,44.97,142337240,124.0,6.3,3322,2017,3,112900000,160698743,6
42000000,37.968,68467960,91.0,6.1,1240,2001,10,66124800,107795956,6
150000000,39.064,738599701,138.0,6.9,7215,2003,5,226065000,1113143609,7
7000000,48.212,130234661,124.0,7.2,2910,2020,2,7420000,138048740,7
58000000,30.383,158162788,103.0,6.3,2751,2015,5,66444800,181191289,6
4000000,45.246,2363584,111.0,6.2,198,2019,11,4316800,2550779,6
9000000,29.498,4612788,174.0,7.2,302,2019,11,9712800,4978120,7
159000000,38.537,8000000,209.0,7.7,4040,2019,1,171592800,8633600,8
135000000,45.092,368871007,94.0,6.8,2902,2015,3,154656000,422578625,7
20000000,34.502,3364426,110.0,7.3,112,2020,1,21200000,3566291,7
150000000,46.916,585410052,101.0,7.2,11271,2007,12,201690000,787142355,7
24000000,48.264,236049757,119.0,8.4,5670,2004,11,35368800,347866526,8
13000000,41.066,5774854,120.0,7.5,2728,2011,8,16156399,7176988,8
79000000,33.194,355692760,94.0,6.1,2859,2012,1,95171300,428503067,6
5000000,39.846,22525668,108.0,6.8,135,2018,3,5527500,24902125,7
25000000,44.27,28341469,142.0,8.7,17301,1994,9,46925000,53196937,9
55000000,46.52,677387716,142.0,8.5,19013,1994,6,103235000,1271456742,8
175000000,41.579,332207671,93.0,6.8,3947,2015,11,200480000,380577107,7
30000000,45.035,176586701,118.0,6.8,4010,2017,8,33870000,199366385,7
47000000,37.698,203388186,116.0,7.5,12855,2016,10,53735100,232533713,8
55000000,49.03,192330738,132.0,7.2,6136,2014,9,63976000,223719114,7
100000000,45.981,244819862,99.0,5.7,3048,2014,7,116320000,284774463,6
80000000,43.798,247022278,100.0,6.0,2756,2013,11,94423999,291560394,6
70000000,36.16,481840909,169.0,8.1,10839,1998,7,118237000,813877479,8
90000000,50.503,497366869,92.0,7.5,9777,1999,10,149697000,827270313,8
160000000,51.088,798958165,93.0,6.2,6188,2007,5,215136000,1074279148,6
50000000,35.03,97607453,125.0,6.5,2822,2006,4,69410000,135498666,6
9500000,39.227,107071655,98.0,6.2,1606,2003,5,14317450,161367691,6
60000000,43.688,113231078,95.0,5.7,3687,2017,3,67740000,127837887,6
3598902,51.252,4001919,108.0,6.7,353,2018,7,3978586,4424121,7
5000000,27.614,79603,102.0,6.6,78,2020,8,5300000,84379,7
70000000,41.922,100546153,141.0,7.1,3620,2018,11,77385000,111153772,7
10000000,45.401,253688035,106.0,6.5,2952,2018,10,11055000,280452122,6
25000000,36.065,95438172,108.0,6.4,1534,2019,8,26980000,102996875,6
1000000,26.637,3469151,78.0,6.6,417,2018,12,1105500,3835146,7
19500000,39.381,194989655,123.0,7.2,9139,2017,1,22015500,220143320,7
45000000,43.185,27530241,87.0,6.7,268,2019,1,48564000,29710636,7
130000000,46.905,403170142,124.0,6.4,8786,2012,5,156611000,485699070,6
49000000,40.464,104399548,120.0,6.8,5944,2015,4,56134400,119600122,7
19000000,39.343,278019771,88.0,6.2,4446,2000,7,30926300,452532781,6
3300000,45.912,13092000,107.0,8.4,10226,2014,10,3838560,15228614,8
185000000,39.137,538983207,93.0,7.0,10064,2012,6,222869500,649313069,7
170000000,37.34,299457024,113.0,6.5,4796,2016,5,194361000,342369215,6
66190000,33.139,2602149,105.0,5.7,219,2017,8,74728510,2937826,6
110000000,38.081,169801921,107.0,6.0,6117,2017,3,124190000,191706368,6
30000000,43.802,611899420,127.0,7.3,2639,2004,2,44211000,901756175,7
16000000,36.438,45284974,111.0,8.3,9982,1994,9,30032000,84999896,8
55000000,43.465,378827494,118.0,6.4,5794,2017,8,62095000,427696240,6
94000000,42.096,940335536,100.0,7.8,14096,2003,5,141667400,1417179686,8
160000000,40.75,529076069,123.0,6.2,6228,2014,5,186112000,615421283,6
55000000,46.541,231449203,103.0,6.1,2889,2003,1,82890500,348817093,6
90000000,38.69,589390539,98.0,7.1,9984,1997,2,155574000,1018820485,7
63000000,43.632,100853753,139.0,8.4,20217,1999,10,104787900,167750047,8
100000000,40.28,230884728,121.0,6.9,4395,2005,8,143520000,331365761,7
175000000,41.031,735099082,96.0,7.9,14867,2009,5,220307499,925416234,8
23600000,44.378,102391540,88.0,7.3,8767,2009,7,29710039,128900709,7
1500000,39.676,97009150,103.0,6.9,4553,2010,9,1894800,122541958,7
38000000,33.415,125289450,89.0,6.1,805,2017,1,42902000,141451789,6
17000000,35.464,66316289,110.0,8.2,4504,2018,2,18793500,73312657,8
11000000,33.146,88489643,120.0,6.9,1649,2006,7,15270200,122841322,7
36000000,37.808,433888866,136.0,7.5,8601,2018,3,39798000,479664141,8
32000000,32.538,53774397,108.0,6.9,1511,2019,12,34534400,58033329,7
170000000,36.232,710644566,130.0,7.3,8323,2014,6,197744000,826621759,7
65000000,37.411,422610419,117.0,7.1,9961,2007,7,87399000,568241969,7
69000000,42.124,543513985,95.0,7.2,11699,2010,8,87160800,686566865,7
35000000,31.98,32517248,103.0,5.7,683,2018,2,38692500,35947817,6
20000000,38.676,22217407,89.0,6.4,1365,2007,3,26892000,29873525,6
180000000,36.915,521311860,98.0,8.0,13449,2008,6,235313999,681510994,8
39000000,35.409,35287788,87.0,6.8,2196,2012,4,46983300,42511198,7
20000000,42.467,21164799,92.0,4.8,966,2016,1,22866000,24197714,5
5400000,35.412,4803565,100.0,4.6,466,2017,2,6096600,5423224,5
165000000,37.36,389681935,120.0,5.2,4584,2016,6,188644500,445523356,5
11000000,36.591,16951798,91.0,4.7,746,2001,7,17318400,26688910,5
23000000,36.138,53302314,98.0,6.5,3531,2000,3,37437100,86760176,6
92000000,38.52,631442092,115.0,7.7,13051,2004,5,135580400,930556210,8
45000000,36.223,131183530,120.0,6.7,3951,1998,8,76009500,221582100,7
150000000,50.116,424988211,129.0,6.6,6484,2003,3,226065000,640499732,7
125000,28.027,8737458,129.0,6.8,349,2017,8,141125,9864590,7
19000000,42.11,2300000,137.0,7.8,4110,2019,6,20504800,2482160,8
15000000,34.853,69623713,107.0,6.3,1875,2006,10,20823000,96651638,6
19000000,24.844,50020902,136.0,7.1,2368,2019,8,20504800,53982557,7
21000000,36.532,112399944,101.0,5.8,2170,2019,4,22663200,121302019,6
45000000,30.405,376141306,91.0,6.3,4822,2012,9,54211500,453137431,6
20000000,39.842,72457330,89.0,6.8,1043,2019,8,21584000,78195950,7
37500000,28.374,111353135,126.0,7.1,671,2019,10,40470000,120172303,7
35000000,37.419,66308758,95.0,6.1,1446,2018,8,38692500,73304331,6
29000000,52.08,287506194,115.0,6.9,4294,2015,7,33222400,329367095,7
10000000,37.332,139352633,96.0,6.1,2380,2007,10,13446000,187373550,6
4000000,38.305,152925093,89.0,6.5,3399,2005,10,5740800,219478093,6
10200000,31.774,35728183,93.0,5.8,1268,2007,8,13714920,48040114,6
100000000,50.702,119559110,86.0,6.4,406,2019,3,107920000,129028191,6
95000000,37.473,226497209,119.0,6.2,5409,2010,1,120004000,286111274,6
22000000,30.22,321365567,195.0,8.6,10422,1993,11,42517200,621071094,9
57000000,38.874,132563930,95.0,4.9,2530,2011,11,70839600,164750452,5
40000000,41.569,357852395,140.0,6.4,4048,2010,10,50528000,452039145,6
30000000,45.531,91709827,123.0,7.4,4142,2015,3,34368000,105062777,7
30000000,39.769,36894225,111.0,6.3,2110,2013,9,35409000,43546253,6
12000000,29.404,307166834,125.0,7.6,8878,2014,5,13958400,357296461,8
19000000,38.443,91379051,97.0,5.8,1587,2009,11,23919100,115037087,6
78000000,41.945,248384621,95.0,6.4,2149,2013,9,92063400,293168368,6
11000000,31.826,593683,94.0,6.1,882,2015,1,12601600,680123,6
6500000,42.187,257047661,99.0,5.7,4412,2014,2,7560800,298997839,6
125000000,36.818,334615000,129.0,7.1,7747,2011,11,155350000,415859521,7
200000000,43.915,743559607,104.0,7.0,7795,2013,6,236059999,877623404,7
15000000,27.808,356296601,122.0,8.0,8487,1999,9,24949500,592628136,8
10000000,28.621,79336821,127.0,7.1,4341,2018,7,11055000,87706855,7
145000000,37.601,306941670,97.0,7.3,4745,2012,11,174681500,369772629,7
40000000,32.674,53847136,125.0,6.8,1619,2019,2,43168000,58111829,7
10000000,46.128,91354215,113.0,7.3,2430,2007,4,13446000,122834877,7
27000000,24.876,27200316,100.0,7.3,1733,1998,2,45605700,45944053,7
5000000,33.223,85720385,113.0,7.2,4269,2002,10,7655499,131246481,7
175000000,39.621,497409852,163.0,7.1,7046,2004,3,257897500,733032898,7
8000000,50.316,214179088,154.0,8.5,19691,1994,10,15016000,402014148,8
28000000,35.565,504050219,90.0,7.6,8302,1992,11,55750800,1003614391,8
15000000,40.915,92108518,127.0,7.1,2555,1998,7,25336500,155580497,7
2000000,43.202,14674076,101.0,6.5,4384,2014,7,2326400,17068885,6
13000000,30.308,20560255,90.0,5.8,851,1991,8,26984100,42676921,6
110000000,32.961,337580051,102.0,6.1,4771,2014,5,127952000,392673115,6
44000000,30.449,155160045,128.0,7.0,4135,2016,10,50305200,177394479,7
16000000,30.446,73983359,119.0,7.3,738,2016,3,18292800,84585174,7
160000000,50.301,433677183,123.0,6.3,4953,2016,5,182928000,495823123,6
30000000,30.347,10023153,102.0,6.1,487,2018,8,33164999,11080595,6
10000000,31.779,102952888,92.0,6.2,2499,2017,10,11290000,116233810,6
7000000,42.326,40343446,101.0,8.0,3351,2017,12,7903000,45547750,8
5000000,36.067,40100000,93.0,6.6,2053,2014,8,5816000,46644320,7
54000000,31.448,320689294,103.0,5.8,2264,1996,11,96082200,570602460,6
40000000,35.763,125729635,99.0,5.8,2344,2016,8,45732000,143746691,6
100000000,34.695,125641396,138.0,7.1,1247,2019,6,107920000,135592194,7
20000000,36.133,33692510,109.0,8.5,633,2019,8,21584000,36360956,8
50000000,36.449,69411370,144.0,7.2,2147,2016,1,57165000,79358019,7
140000000,34.277,370569774,124.0,6.9,15623,2011,7,173992000,460544115,7
1000000,37.986,66265218,103.0,7.6,2432,2018,8,1105500,73256198,8
30000000,32.826,21360215,111.0,6.6,999,2019,6,32375999,23051944,7
25000000,41.609,377350553,84.0,7.7,7187,1991,11,51892500,783266542,8
35000000,37.517,81967450,96.0,5.8,2137,2015,8,40096000,93901910,6
103000000,33.014,500188435,102.0,6.4,2373,2014,3,119809600,581819187,6
145000000,44.307,694713380,133.0,7.0,7227,2011,7,180206000,863389788,7
20000000,34.541,136150434,90.0,6.0,1934,2010,10,25264000,171985228,6
1500000,31.048,2000000,112.0,7.0,132,2016,10,1714950,2286600,7
225000000,39.979,668045518,143.0,6.5,11415,2013,12,265567499,788494124,6
40000000,37.686,130290885,94.0,5.0,1703,2007,12,53784000,175189123,5
12000000,34.951,91244913,112.0,6.6,906,2018,3,13266000,100871251,7
19000000,37.481,140705322,89.0,5.7,5317,2016,11,21722700,160868394,6
165000000,32.269,310634054,100.0,6.7,4110,2004,10,243160500,457781405,7
175000000,28.318,148675066,126.0,6.5,4191,2017,10,197575000,167854149,6
68000000,25.153,75700000,136.0,5.5,1187,2003,3,102482800,114087470,6
11000000,30.025,34872033,89.0,5.3,768,1991,5,22832700,72383878,5
90000000,38.734,484635760,96.0,6.6,4679,2011,3,111851999,602305322,7
70000000,36.438,182379278,87.0,6.6,1613,2016,9,80031000,208514228,7
69000000,33.743,151572634,140.0,6.5,4358,2018,2,76279500,167563546,6
6000000,41.416,57615777,95.0,7.0,2123,2019,8,6475200,62178946,7
144000000,31.433,229147509,116.0,5.4,4632,2016,7,164635200,261984347,5
120000000,27.928,609016565,127.0,7.4,10251,2012,11,144564000,733682255,7
90000000,37.298,524028679,129.0,7.2,10754,2009,12,113300999,659699703,7
32000000,29.395,89083229,87.0,6.3,2359,2005,2,45926400,127852250,6
150000000,36.796,599045960,144.0,7.5,7462,2006,11,208230000,831595601,8
95000000,40.86,114178613,102.0,5.4,1868,2014,12,110504000,132812562,5
145000000,40.833,746921274,93.0,6.5,4275,2012,6,174681500,899816058,6
38000000,43.286,109906372,112.0,5.9,4453,2016,1,43445400,125655955,6
140000000,33.377,431971116,133.0,5.9,2345,2002,11,214354000,661390975,6
130000000,32.977,847423452,146.0,7.4,13176,2013,11,153439000,1000213900,7
18000000,27.866,20497844,110.0,5.5,3369,2017,4,20322000,23142065,6
92000000,34.501,172989651,145.0,7.3,3745,2001,12,144844800,272354906,7
4500000,30.159,255407969,104.0,7.6,11816,2017,2,5080500,288355597,8
90000000,32.296,206172544,127.0,6.2,3530,2014,4,104688000,239819903,6
103000000,42.965,465361176,155.0,8.2,12539,2000,1,167653100,757468386,8
40000000,28.691,109676311,130.0,8.2,10643,2006,10,55528000,152252654,8
1686858,34.154,1891907,105.0,5.4,129,2017,9,1904462,2135963,5
200000000,36.392,219851172,114.0,5.1,5271,2011,6,248559999,273231036,5
135000000,34.33,245724603,107.0,6.7,4362,2011,2,167778000,305386536,7
70000000,25.366,23159305,86.0,7.9,3702,1999,6,116431000,38520872,8
48000000,24.366,249348933,115.0,6.6,4192,2002,10,73492800,381778151,7
130000000,41.618,631744560,90.0,7.1,7781,2008,4,169949000,825879663,7
170000000,29.468,714766572,136.0,7.7,13482,2014,3,197744000,831416476,8
82000000,32.755,190320568,113.0,6.5,2145,2005,5,117686400,273148079,6
135000000,33.912,532950503,157.0,7.5,13653,2015,12,154656000,610548096,8
2000000,26.849,54207,97.0,6.2,262,1993,1,3865200,104760,6
110000000,34.6,293329073,100.0,6.3,3932,2010,7,138952000,370533285,6
150000000,36.001,682330139,131.0,7.2,6260,2015,7,171840000,781677407,7
40000000,39.595,123494610,117.0,6.8,2324,2014,5,46528000,143648930,7
60000000,28.235,107139399,90.0,6.9,1734,2012,3,72282000,129070833,7
42000000,32.794,131457147,105.0,6.3,1459,2018,9,46431000,145325876,6
130000000,33.021,273339556,147.0,6.5,3697,2003,7,195923000,411950044,6
209000000,38.296,303025485,131.0,5.7,3914,2012,11,251782300,365054801,6
50000000,32.149,216972543,107.0,6.4,4081,2016,6,57165000,248064708,6
13200000,32.926,53830415,83.0,5.8,406,2014,10,15354240,62615538,6
30000000,38.519,100014025,115.0,6.4,4623,2017,7,33870000,112915834,6
110000000,47.198,177238796,119.0,6.3,3301,2010,9,138952000,223888047,6
65000000,20.186,156974557,91.0,6.1,2490,2012,2,78305500,189107248,6
10800000,34.549,113857533,95.0,6.2,2206,2008,10,14118839,148845952,6
100000000,39.291,425368238,165.0,8.1,19228,2012,12,120470000,512441116,8
26000000,24.792,35926213,117.0,7.4,1974,2014,10,30243200,41789370,7
100000000,34.827,206071502,105.0,7.1,4490,1999,11,166330000,342758729,7
200000000,31.007,1056057273,133.0,7.5,11385,2016,12,228660000,1207390280,8
5027266,31.287,19454845,117.0,6.4,443,2017,1,5675783,21964520,6
31000000,31.278,275947313,168.0,7.2,413,2017,4,34999000,311544516,7
12000000,35.965,87100449,123.0,7.9,5481,2013,4,14163599,102804659,8
40000000,29.457,224920315,121.0,7.3,8091,2010,1,50528000,284119341,7
125000000,36.646,498814908,97.0,6.4,5391,2017,3,141125000,563162031,6
3000000,33.363,1292773,90.0,6.5,36,2019,4,3237600,1395160,6
90000000,32.294,291465034,151.0,8.2,10245,2006,5,124938000,404611760,8
200000000,27.888,371353001,115.0,6.0,4581,2009,5,251779999,467496292,6
150000000,36.685,631910531,91.0,6.8,4592,2011,5,186420000,785338407,7
50000000,45.208,122915111,115.0,6.7,3587,2013,9,59014999,145076705,7
200000000,35.102,769653595,158.0,5.8,9103,2009,10,251779999,968916910,6
26000000,31.482,88092097,116.0,6.7,2164,2019,6,28059200,95068991,7
10000000,33.594,59217789,90.0,6.3,1799,2001,1,15744000,93232487,6
24000000,26.842,172363301,120.0,6.4,2218,1997,9,41486400,297947202,6
22000000,29.9,194647323,100.0,7.5,2226,2017,1,24838000,219756827,8
35000000,29.306,95437994,93.0,5.2,1775,2015,5,40096000,109333765,5
100000000,33.218,242988466,90.0,6.5,4102,2009,9,125889999,305898179,6
58000000,23.976,100541806,103.0,6.4,5281,2017,3,65482000,113511698,6
20000000,38.739,77912251,123.0,6.9,3318,2009,7,25178000,98083732,7
30000000,39.199,119942387,104.0,6.3,3153,2018,11,33164999,132596308,6
5000,33.27,5000,107.0,6.5,11,2020,1,5300,5300,6
35000000,31.784,57120318,108.0,6.1,1809,1990,11,76566000,124956407,6
3500000,30.395,95330493,100.0,6.0,2847,2018,12,3869249,105387860,6
5000000,35.23,103590271,89.0,5.1,2038,2014,10,5816000,120496203,5
42000000,24.611,73866088,129.0,6.4,1477,2018,6,46431000,81658960,6
40000000,37.037,86410000,116.0,5.9,2820,2014,5,46528000,100512112,6
30000000,31.78,90810892,99.0,6.3,2377,2009,3,37767000,114321831,6
150000000,26.687,301970083,99.0,5.7,3015,2012,3,180705000,363783358,6
10000000,24.58,20311536,86.0,6.3,602,2020,2,10600000,21530228,6
75000000,41.505,542063846,86.0,6.8,7723,2005,5,107640000,777970031,7
7500000,28.004,60722734,95.0,7.2,7055,2009,7,9441750,76443849,7
8500000,28.282,50300000,118.0,7.7,7388,2014,10,9887200,58508960,8
30000000,32.294,191502426,99.0,7.0,2919,1991,11,62271000,397501585,7
3500000,35.502,40423945,92.0,6.8,4119,2015,11,4009600,46309671,7
30000000,30.561,34017028,107.0,6.0,1720,2018,2,33164999,37605824,6
15000000,29.805,80253908,109.0,6.1,1380,2007,8,20169000,107909404,6
20000000,31.154,8352885,100.0,6.0,1040,2013,7,23605999,9858910,6
6000000,26.074,24849029,102.0,7.1,1407,2019,5,6475200,26817072,7
35000000,26.531,62832209,109.0,6.5,1540,2017,5,39515000,70937563,6
66000000,27.519,203277636,130.0,6.3,3042,2014,3,76771200,236452546,6
100000000,30.815,57497699,85.0,2.8,1346,2009,12,125889999,72383853,3
80000000,36.062,214945591,117.0,6.6,3883,2011,10,99423999,267134380,7
2500000,34.781,60141683,86.0,5.7,1135,2013,11,2950749,70985228,6
55000000,30.582,203427584,121.0,6.8,3502,2015,10,63008000,233046640,7
10000000,30.823,163876815,114.0,6.4,2845,2006,10,13882000,227493794,6
9000000,29.116,25327500,100.0,6.3,2091,2019,2,9712800,27333438,6
29700000,24.37,870322670,126.0,6.5,94,2017,7,33531300,982594294,6
26500000,33.772,159414369,134.0,8.4,5086,1997,12,45807900,275563678,8
150000000,21.73,128388320,111.0,6.0,2109,2015,9,171840000,147081659,6
105000000,34.721,270997378,97.0,7.1,3661,2009,8,132184499,341158599,7
19000000,31.02,108047131,90.0,6.1,1462,2005,4,27268800,155069242,6
23000000,27.539,319700000,130.0,8.3,6933,2018,11,25426500,353428350,8
7000000,33.986,47078545,109.0,6.2,1217,2020,12,7420000,49903257,6
95000000,31.961,76432727,89.0,7.2,2611,2000,3,154631500,124409549,7
37000000,37.86,113086475,109.0,6.9,2283,2004,6,54526900,166655538,7
33000000,34.949,327311859,127.0,8.3,13876,1995,9,60363600,598718852,8
70000000,29.2,348840316,86.0,6.4,2341,2012,1,84329000,420247928,6
100000000,40.754,94061311,125.0,5.6,1267,2016,8,114330000,107540296,6
20000000,22.595,34077920,103.0,6.8,1203,2014,12,23264000,39639436,7
900000,29.489,8556940,92.0,5.5,401,1993,8,1739340,16537142,6
30000000,30.685,102820008,112.0,7.0,3381,2010,11,37896000,129882234,7
20000000,27.925,14946150,96.0,6.5,382,2002,7,30621999,22884050,6
128000000,31.717,250397798,85.0,7.2,3784,2003,10,192908800,377374521,7
35000000,35.412,83061158,90.0,7.2,248,2014,8,40712000,96616738,7
29000000,31.506,309208309,129.0,7.6,3923,2009,11,36508100,389262340,8
66000000,26.843,99318987,122.0,6.6,4985,2004,2,97264200,146366391,7
34000000,23.896,63013281,128.0,7.5,2284,2015,9,38950400,72188014,8
19000000,35.379,85241496,96.0,7.1,5502,2016,6,21722700,97456602,7
35000000,28.636,145374099,113.0,6.8,1514,2017,9,39515000,164127357,7
30000000,30.938,17137302,115.0,6.6,753,2013,7,35409000,20227157,7
80000000,24.938,126546518,87.0,5.5,262,2013,12,94423999,149362855,6
