BUDGET,POPULARITY,REVENUE,VOTE_AVERAGE,VOTE_COUNT,TAGLINE,release_year,release_month,New_Budget,New_Revenue,New_Vote_Avg
150000000,51.325,374218673,7.7,15041,Evil fears the knight.,2005,10,215280000,537078639,8
85000000,48.374,346147658,5.7,3136,"There are no more patriots, just rebels and tyrants.",2017,1,95965000,390800705,6
103000000,36.367,362000072,6.2,6321,It all ends.,2013,5,121570899,427268684,6
9000000,49.624,278454358,7.3,12946,Kevin has 23 distinct personalities. The 24th is about to be unleashed.,2017,9,10161000,314374970,7
130000000,34.156,185258983,7.3,6311,Justice is coming to all of us.  No matter what we do.,2009,5,163657000,233222533,7
95000000,40.96,543514353,6.8,5506,Midnight is just the beginning.,2015,12,108832000,622650042,7
16000000,38.663,20545116,6.7,230,Redefine the hussle,2018,6,17688000,22712625,7
215000000,62.282,757930663,6.6,12207,The untold story begins.,2012,6,259010500,913079069,7
80000000,37.108,254455986,6.4,7626,The Wolfpack Is Back,2011,5,99423999,316237899,6
16000000,46.894,31556061,5.6,2294,She's evil... and not just high school evil,2009,9,20142400,39725925,6
180000000,38.354,745013115,7.1,7295,Evil Has Reigned For 100 Years...,2005,7,258336000,1069242822,7
207000000,42.101,562363449,6.8,5492,The eighth wonder of the world.,2005,12,297086400,807104022,7
14000000,40.517,233555708,8.0,12654,The true enigma was the man who cracked the code.,2014,11,16284800,271671999,8
150000000,37.934,331957105,5.9,3546,1700 years to build. 5500 miles long. What were they trying to keep out?,2016,12,171495000,379526558,6
30000000,41.575,114908830,5.9,1521,Evil Will Battle Evil,2003,8,45213000,173179097,6
175000000,42.983,966550600,6.8,6304,The legend will never be the same.,2016,7,200077500,1105057300,7
30000000,40.309,48428063,6.8,2441,When our world ended their mission began.,2009,8,37767000,60966088,7
37000000,41.565,173567581,7.4,5030,Your legacy is more than a name,2015,11,42387200,198839020,7
150000000,45.024,623722818,7.7,11583,He's dying to become a chef.,2007,6,201690000,838657701,8
260000000,39.319,592461732,7.6,8035,They're taking adventure to new lengths.,2010,11,328432000,748397659,8
40000000,48.581,126069509,5.4,3229,A movie about a movie they don't want you to see.,2014,7,46528000,146644052,5
160000000,46.052,653428261,6.9,9139,The fire will burn forever.,2015,11,183296000,748567415,7
178000000,37.794,370541256,7.6,9886,"Live, Die, Repeat",2014,5,207049600,431013588,8
80000000,43.232,271430189,6.3,4064,Boys will be boys. . . some longer than others.,2010,6,101056000,342870614,6
150000000,42.931,163712074,6.2,7948,You'll like him when he's angry.,2008,12,196095000,214020794,6
102000000,43.827,520000000,8.0,8560,It's nothing personal.,1991,3,211721400,1079364000,8
9000000,39.507,122033739,5.7,1388,She Wants Your Children.,2019,4,9712800,131698811,6
4000000,38.525,25343661,6.0,876,It'll scare the #2 out of you.,2014,4,4652800,29479746,6
4000000,42.701,17964238,7.6,2019,There is enchantment in the light.,2019,10,4316800,19387005,8
4000000,44.102,5132274,6.3,322,Refuse to Be a Victim,2018,4,4422000,5673728,6
70000000,26.276,123081555,6.5,629,Find Your Inner Piece,2017,9,79030000,138959075,6
22000000,37.316,43058898,6.9,2242,How far would you go to protect your home?,2013,12,25966599,50822417,7
76000000,37.506,970761885,6.9,8642,Back 2 Work,2013,6,89702800,1145790252,7
200000000,42.057,559852396,6.0,5187,Ka-ciao!,2011,11,248559999,695784557,6
60000000,36.342,137551594,6.6,4076,Nothing spreads like fear,2011,8,74568000,170949121,7
110000000,44.295,179246868,6.1,5037,Break the boundaries of your world,2016,9,125763000,204932944,6
81000000,39.688,414351546,7.6,12277,Manners maketh man.,2014,12,94219200,481973718,8
25000000,33.625,50671850,5.9,1059,Chucky Gets Lucky.,1998,10,42227500,85589821,6
245000000,58.339,880674609,6.5,7885,A Plan No One Escapes,2015,10,280672000,1008900832,6
35000000,36.111,81093313,5.7,2725,Protect the Bloodline,2016,11,40015500,92713984,6
30000000,41.354,80509622,6.7,1823,You're not the bad guys. We are.,2018,1,33164999,89003387,7
12600000,44.92,28650575,6.3,1576,It's the last one you'll ever take.,2003,5,18989460,43179281,6
20000000,43.882,88761661,7.3,13318,Don't set him off.,2014,10,23264000,103247564,7
85000000,47.528,288747895,6.9,9951,What makes you different makes you dangerous.,2014,3,98872000,335871551,7
73000000,39.471,349779543,6.2,2513,Why so angry?,2016,11,83460900,399902951,6
14000000,44.257,82468705,8.1,4867,An anti-hate satire.,2019,10,15108800,89000226,8
100000000,44.97,142337240,6.3,3322,Together we are more,2017,3,112900000,160698743,6
42000000,37.968,68467960,6.1,1240,Misery loves company,2001,10,66124800,107795956,6
150000000,39.064,738599701,6.9,7215,Free your mind.,2003,5,226065000,1113143609,7
7000000,48.212,130234661,7.2,2910,What You Can't See Can Hurt You,2020,2,7420000,138048740,7
58000000,30.383,158162788,6.3,2751,The stories are alive.,2015,5,66444800,181191289,6
4000000,45.246,2363584,6.2,198,Will We Ever Wake Up?,2019,11,4316800,2550779,6
9000000,29.498,4612788,7.2,302,Based on True Events,2019,11,9712800,4978120,7
159000000,38.537,8000000,7.7,4040,His story changed history,2019,1,171592800,8633600,8
135000000,45.092,368871007,6.8,2902,Worlds Collide,2015,3,154656000,422578625,7
20000000,34.502,3364426,7.3,112,The ultimate sacrifice deserves the highest honor.,2020,1,21200000,3566291,7
150000000,46.916,585410052,7.2,11271,The last man on Earth is not alone,2007,12,201690000,787142355,7
24000000,48.264,236049757,8.4,5670,The two lived there,2004,11,35368800,347866526,8
79000000,33.194,355692760,6.1,2859,Believe the Impossible. Discover the Incredible.,2012,1,95171300,428503067,6
5000000,39.846,22525668,6.8,135,Where sin abounds... grace abounds more,2018,3,5527500,24902125,7
25000000,44.27,28341469,8.7,17301,Fear can hold you prisoner. Hope can set you free.,1994,9,46925000,53196937,9
55000000,46.52,677387716,8.5,19013,Life is like a box of chocolates...you never know what you're gonna get.,1994,6,103235000,1271456742,8
175000000,41.579,332207671,6.8,3947,Little Arms With Big Attitude,2015,11,200480000,380577107,7
30000000,45.035,176586701,6.8,4010,Get Triggered,2017,8,33870000,199366385,7
47000000,37.698,203388186,7.5,12855,Why are they here?,2016,10,53735100,232533713,8
55000000,49.03,192330738,7.2,6136,What do you see when you look at me?,2014,9,63976000,223719114,7
100000000,45.981,244819862,5.7,3048,"Before he was a legend, he was a man.",2014,7,116320000,284774463,6
80000000,43.798,247022278,6.0,2756,Just because they're a little older doesn't mean they've grown up.,2013,11,94423999,291560394,6
70000000,36.16,481840909,8.1,10839,The mission is a man.,1998,7,118237000,813877479,8
90000000,50.503,497366869,7.5,9777,The toys are back!,1999,10,149697000,827270313,8
160000000,51.088,798958165,6.2,6188,He’s in for the Royal Treatment.,2007,5,215136000,1074279148,6
50000000,35.03,97607453,6.5,2822,We've been expecting you.,2006,4,69410000,135498666,6
9500000,39.227,107071655,6.2,1606,What you know about fear… doesn't even come close.,2003,5,14317450,161367691,6
60000000,43.688,113231078,5.7,3687,There are other worlds than these,2017,3,67740000,127837887,6
3598902,51.252,4001919,6.7,353,The Soul Reaper Agent Arc,2018,7,3978586,4424121,7
70000000,41.922,100546153,7.1,3620,One giant leap into the unknown,2018,11,77385000,111153772,7
10000000,45.401,253688035,6.5,2952,Face your fate,2018,10,11055000,280452122,6
25000000,36.065,95438172,6.4,1534,Stories taken from true urban legends,2019,8,26980000,102996875,6
19500000,39.381,194989655,7.2,9139,A Fairy Tale for Troubled Times,2017,1,22015500,220143320,7
45000000,43.185,27530241,6.7,268,Things are about to get Ugly,2019,1,48564000,29710636,7
130000000,46.905,403170142,6.4,8786,The Search for Our Beginning Could Lead to Our End.,2012,5,156611000,485699070,6
49000000,40.464,104399548,6.8,5944,I am consciousness. I am alive. I am Chappie.,2015,4,56134400,119600122,7
19000000,39.343,278019771,6.2,4446,No mercy. No shame. No sequel.,2000,7,30926300,452532781,6
3300000,45.912,13092000,8.4,10226,The road to greatness can take you to the edge.,2014,10,3838560,15228614,8
185000000,39.137,538983207,7.0,10064,Change your fate.,2012,6,222869500,649313069,7
170000000,37.34,299457024,6.5,4796,It's time for a little madness.,2016,5,194361000,342369215,6
66190000,33.139,2602149,5.7,219,5 Navy SEALs. $300 million in gold. 1 incredible mission.,2017,8,74728510,2937826,6
110000000,38.081,169801921,6.0,6117,There's nothing sadder than a puppet without a ghost.,2017,3,124190000,191706368,6
30000000,43.802,611899420,7.3,2639,"By his wounds, we were healed.",2004,2,44211000,901756175,7
16000000,36.438,45284974,8.3,9982,"If you want a job done well, hire a professional.",1994,9,30032000,84999896,8
55000000,43.465,378827494,6.4,5794,Every fairy tale has a dark side.,2017,8,62095000,427696240,6
94000000,42.096,940335536,7.8,14096,There are 3.7 trillion fish in the ocean. They're looking for one.,2003,5,141667400,1417179686,8
160000000,40.75,529076069,6.2,6228,"The world ends, Godzilla begins.",2014,5,186112000,615421283,6
55000000,46.541,231449203,6.1,2889,Forever hold your piece.,2003,1,82890500,348817093,6
90000000,38.69,589390539,7.1,9984,Protecting the Earth from the scum of the universe.,1997,2,155574000,1018820485,7
63000000,43.632,100853753,8.4,20217,Mischief. Mayhem. Soap.,1999,10,104787900,167750047,8
100000000,40.28,230884728,6.9,4395,"Hell Wants Him, Heaven Won't Take Him, Earth Needs Him.",2005,8,143520000,331365761,7
23600000,44.378,102391540,7.3,8767,Nut up or shut up.,2009,7,29710039,128900709,7
1500000,39.676,97009150,6.9,4553,It's not the house that's haunted.,2010,9,1894800,122541958,7
17000000,35.464,66316289,8.2,4504,He's done keeping his story straight.,2018,2,18793500,73312657,8
11000000,33.146,88489643,6.9,1649,Monsters are real,2006,7,15270200,122841322,7
32000000,32.538,53774397,6.9,1511,Based on a Real Scandal,2019,12,34534400,58033329,7
170000000,36.232,710644566,7.3,8323,One last chance for peace.,2014,6,197744000,826621759,7
65000000,37.411,422610419,7.1,9961,"Spartans, prepare for glory!",2007,7,87399000,568241969,7
69000000,42.124,543513985,7.2,11699,Superbad. Superdad.,2010,8,87160800,686566865,7
35000000,31.98,32517248,5.7,683,The storm of the century... the heist of a lifetime.,2018,2,38692500,35947817,6
20000000,38.676,22217407,6.4,1365,You scream. You die.,2007,3,26892000,29873525,6
180000000,36.915,521311860,8.0,13449,"After 700 years of doing what he was built for, he'll discover what he was meant for.",2008,6,235313999,681510994,8
39000000,35.409,35287788,6.8,2196,The electrifying dog is back from beyond the grave,2012,4,46983300,42511198,7
20000000,42.467,21164799,4.8,966,Way shadier than gray.,2016,1,22866000,24197714,5
5400000,35.412,4803565,4.6,466,Squad of Soviet Superheroes,2017,2,6096600,5423224,5
165000000,37.36,389681935,5.2,4584,We had twenty years to prepare. So did they.,2016,6,188644500,445523356,5
11000000,36.591,16951798,4.7,746,Evil has an upgrade.,2001,7,17318400,26688910,5
23000000,36.138,53302314,6.5,3531,No accidents. No coincidences. No escapes. You can't cheat death.,2000,3,37437100,86760176,6
92000000,38.52,631442092,7.7,13051,"No gut, no glory",2004,5,135580400,930556210,8
45000000,36.223,131183530,6.7,3951,Part Man. Part Vampire. All Hero.,1998,8,76009500,221582100,7
150000000,50.116,424988211,6.6,6484,Everything that has a beginning has an end.,2003,3,226065000,640499732,7
19000000,42.11,2300000,7.8,4110,"Where there's a love, there's a way.",2019,6,20504800,2482160,8
15000000,34.853,69623713,6.3,1875,The lucky ones die first.,2006,10,20823000,96651638,6
19000000,24.844,50020902,7.1,2368,This is how I win.,2019,8,20504800,53982557,7
21000000,36.532,112399944,5.8,2170,Sometimes dead is better,2019,4,22663200,121302019,6
45000000,30.405,376141306,6.3,4822,First they took his daughter. Now they're coming for him.,2012,9,54211500,453137431,6
20000000,39.842,72457330,6.8,1043,You Must Be This Tall to See This Movie,2019,8,21584000,78195950,7
37500000,28.374,111353135,7.1,671,Based on a true story.,2019,10,40470000,120172303,7
35000000,37.419,66308758,6.1,1446,Option 1: Diplomacy. Option 2: Military. Meet Option 3.,2018,8,38692500,73304331,6
29000000,52.08,287506194,6.9,4294,We're back pitches,2015,7,33222400,329367095,7
10000000,37.332,139352633,6.1,2380,You think it is over...but the games have just begun,2007,10,13446000,187373550,6
4000000,38.305,152925093,6.5,3399,Oh Yes... There Will Be Blood.,2005,10,5740800,219478093,6
10200000,31.774,35728183,5.8,1268,Americans...they have no imagination.,2007,8,13714920,48040114,6
95000000,37.473,226497209,6.2,5409,Worlds Collide,2010,1,120004000,286111274,6
22000000,30.22,321365567,8.6,10422,"Whoever saves one life, saves the world entire.",1993,11,42517200,621071094,9
57000000,38.874,132563930,4.9,2530,He Rides Again.,2011,11,70839600,164750452,5
40000000,41.569,357852395,6.4,4048,A Challenge He Never Imagined. A Teacher He Never Expected.,2010,10,50528000,452039145,6
30000000,45.531,91709827,7.4,4142,Believe in Hope.,2015,3,34368000,105062777,7
30000000,39.769,36894225,6.3,2110,Some call it organized crime. Others call it family.,2013,9,35409000,43546253,6
19000000,38.443,91379051,5.8,1587,Welcome to Crystal Lake,2009,11,23919100,115037087,6
78000000,41.945,248384621,6.4,2149,Something big was leftover.,2013,9,92063400,293168368,6
6500000,42.187,257047661,5.7,4412,"Before the Conjuring, there was Annabelle.",2014,2,7560800,298997839,6
125000000,36.818,334615000,7.1,7747,The game is afoot.,2011,11,155350000,415859521,7
200000000,43.915,743559607,7.0,7795,School never looked this scary.,2013,6,236059999,877623404,7
15000000,27.808,356296601,8.0,8487,Look closer.,1999,9,24949500,592628136,8
10000000,28.621,79336821,7.1,4341,Every family tree hides a secret.,2018,7,11055000,87706855,7
145000000,37.601,306941670,7.3,4745,You better believe.,2012,11,174681500,369772629,7
40000000,32.674,53847136,6.8,1619,Unlikely but not impossible,2019,2,43168000,58111829,7
10000000,46.128,91354215,7.3,2430,I shot my wife... prove it.,2007,4,13446000,122834877,7
27000000,24.876,27200316,7.3,1733,A world where the night never ends.,1998,2,45605700,45944053,7
5000000,33.223,85720385,7.2,4269,His fear began when he woke up alone. His terror began when he realised he wasn't.,2002,10,7655499,131246481,7
175000000,39.621,497409852,7.1,7046,For passion. For honor. For destiny. For victory. For love.,2004,3,257897500,733032898,7
8000000,50.316,214179088,8.5,19691,Just because you are a character doesn't mean you have character.,1994,10,15016000,402014148,8
28000000,35.565,504050219,7.6,8302,Wish granted!,1992,11,55750800,1003614391,8
15000000,40.915,92108518,7.1,2555,"Twice the Fun, Double the Trouble.",1998,7,25336500,155580497,7
2000000,43.202,14674076,6.5,4384,"It doesn't think, it doesn't feel, it doesn't give up",2014,7,2326400,17068885,6
13000000,30.308,20560255,5.8,851,Chucky has a new playmate.,1991,8,26984100,42676921,6
110000000,32.961,337580051,6.1,4771,Seize your glory!,2014,5,127952000,392673115,6
44000000,30.449,155160045,7.0,4135,Calculate your choices.,2016,10,50305200,177394479,7
16000000,30.446,73983359,7.3,738,How do we explain the impossible?,2016,3,18292800,84585174,7
160000000,50.301,433677183,6.3,4953,Two worlds. One home.,2016,5,182928000,495823123,6
30000000,30.347,10023153,6.1,487,All He Needed Was a Way Out,2018,8,33164999,11080595,6
10000000,31.779,102952888,6.2,2499,A New Game Begins.,2017,10,11290000,116233810,6
5000000,36.067,40100000,6.6,2053,The only way out is down.,2014,8,5816000,46644320,7
54000000,31.448,320689294,5.8,2264,So many dogs. So little time.,1996,11,96082200,570602460,6
40000000,35.763,125729635,5.8,2344,Four continents. Three kills... Or the love of his life is dead.,2016,8,45732000,143746691,6
100000000,34.695,125641396,7.1,1247,One battle turned the tide of war,2019,6,107920000,135592194,7
20000000,36.133,33692510,8.5,633,Meet the dog who will show the world how to be human,2019,8,21584000,36360956,8
50000000,36.449,69411370,7.2,2147,"When everything went wrong, six men had the courage to do what was right.",2016,1,57165000,79358019,7
